Isolate	MGT1 ST	MGT2	MGT3	MGT4	MGT5	MGT6	MGT7	MGT8	MGT9	CC-MGT2	CC-MGT3	CC-MGT4	CC-MGT5	CC-MGT6	CC-MGT7	CC-MGT8	CC-MGT9	ODC1	ODC2	ODC5	ODC10	Continent	Country	State or sub country	Postcode	Source	Type	Host	Host disease	Collection date	Collection year	Collection month
SRR3570325	19	2	15	50.2	17	2025	2475	14599.4	15511.5	1	15	18	17	49	2454	2914	14898	14898	14460	13348	86	Oceania	Australia			human					2015	
SRR14143126	19	2	501	50.1	17	107	2454.1	48298.1	52919.1	1	15	18	17	49	2454	2904	50823	50823	43205	13348	86	Oceania	Australia				clinical				2014	
SRR3570389	19	2	15	50.2	62	1991	114	2844.2	3026.2	1	15	18	62	63	18	2839	3026	3026	3026	3020	162	Oceania	Australia			human					2012	
SRR3570392	19	2	15	50.2	62	1991.1	2515.1	2994.1	3199.1	1	15	18	62	63	2515	2994	3199	3199	3199	3020	162	Oceania	Australia			human					2012	
SRR3570393	19	2	15	50.2	1348	1991.2	114	2995.1	3200.1	1	15	18	62	63	18	2995	3200	3200	3200	3020	162	Oceania	Australia			human					2012	
SRR3570395	19	2	15	50.2	62	1991	114.1	2844.3	3202.1	1	15	18	62	63	18	2839	3202	3202	3202	3020	162	Oceania	Australia			human					2012	
SRR3570399	19	2	510	50.2	62	2065	2519.1	3000.1	3206.1	1	15	18	62	63	18	3000	3206	3206	3206	3020	162	Oceania	Australia			human					2012	
SRR3570121	19	2	15	50.2	62	1991	114.1	14550.1	15451.1	1	15	18	62	63	18	2839	14844	14844	14416	3020	162	Oceania	Australia			human					2012	
SRR3570381	19	2	15	50.2	62	2058	114.1	14639.1	15554.1	1	15	18	62	63	18	2984	14940	14940	14416	3020	162	Oceania	Australia			human					2012	
SRR3570332	19	2	15	857	62	2033	114	14601	15513.1	1	15	18	62	63	18	2942	14900	14900	14468	3020	162	Oceania	Australia			human					2015	
SRR3570404	19	2	15	50.2	62	2067	114	14626.1	15540.1	1	15	18	62	63	18	2839	14927	14927	14495	3020	162	Oceania	Australia			human					2012	
SRR3570408	19	2	15	50.2	62	1991	114.12	14628.1	15542.1	1	15	18	62	63	18	2839	14929	14929	14497	3020	162	Oceania	Australia			human					2012	
SRR3570382	19	2	15	50.2	1347	2059.1	2509.1	14640.1	15555.1	1	15	18	62	63	18	2985	14941	14941	14508	3020	162	Oceania	Australia			human					2012	
SRR3570387	19	2	15	50.2	62	1991	2511.1	14643.1	15558.1	1	15	18	62	63	18	2839	14944	14944	14511	3020	162	Oceania	Australia			human					2012	
SRR3570118	19	2	15	50.2	62	1991	2419	14547.1	15448.1	1	15	18	62	63	2419	2841	14841	14841	14413	3023	162	Oceania	Australia			human					2012	
SRR3570182	19	2	15	50.2	62	1999.2	114	2876.9	3062.7	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570204	19	2	15	50.2	62	1999.2	114	2890.1	3082.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570170	19	2	15	50.2	62	1999.2	114	2876.9	3062.6	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570220	19	2	15	50.2	62	1999.2	114.3	2877.4	3064.3	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570190	19	2	15	50.2	62	1999.2	114	2876.9	3075.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570167	19	2	15	50.2	62	1999.2	114	2876.8	3066.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570186	19	2	15	50.2	62	1999.2	114	2876.9	3062.7	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570244	19	2	15	50.2	62	1999.2	114	2876.9	3062.7	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570173	19	2	15	50.2	62	1999.2	114	2876.9	3062.7	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570210	19	2	15	50.2	62	1999.2	114	2876.9	3062.7	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570181	19	2	15	50.2	62	1999.2	114	2876.9	3062.7	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570199	19	2	15	50.2	62	1999.2	114	2876.9	3062.7	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570246	19	2	15	50.2	62	1999.2	114	2899	3095.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570212	19	2	15	50.2	62	1999.2	114	2876.1	3062.2	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570229	19	2	15	50.2	62	1999.2	114	2876.1	3062.2	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570211	19	2	15	50.2	62	1999.2	114	2876.1	3062.2	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570203	19	2	15	50.2	62	1999.2	114	2876.2	3062.2	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570207	19	2	15	50.2	62	1999.2	114	2876.2	3062.2	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570209	19	2	15	50.2	62	1999.2	114	2876.2	3062.2	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570189	19	2	15	50.2	62	1999.2	114	2884.1	3074.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570208	19	2	15	50.2	62	1999.2	114	2876.2	3062.2	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570162	19	2	15	50.2	62	1999.2	114	2877.1	3064.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570194	19	2	15	50.2	62	1999.2	114	2876.2	3062.2	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570196	19	2	15	50.2	62	1999.2	114	2876.2	3062.2	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570206	19	2	15	50.2	62	1999.2	114	2876.2	3062.2	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570201	19	2	15	50.2	62	1999.2	114	2876.2	3062.2	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570160	19	2	15	50.2	62	1999.2	114	2876.2	3062.2	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570195	19	2	15	50.2	62	1999.2	114	2876.9	3062.2	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570198	19	2	15	50.2	62	1999.2	114	2876.9	3062.2	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570227	19	2	15	50.2	62	1999.2	114	2876.1	3062.3	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570215	19	2	15	50.2	62	1999.2	114	2876.2	3062.3	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570214	19	2	15	50.2	62	1999.2	114	2876.2	3062.3	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570217	19	2	15	50.2	62	1999.2	114	2876.3	3062.3	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570233	19	2	15	50.2	62	1999.2	114.5	2876.3	3090.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570216	19	2	15	50.2	62	2016	114	2893	3085.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570221	19	2	15	50.2	62	1999.2	114	2876.3	3062.3	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570222	19	2	15	50.2	62	1999.2	114	2876.3	3062.3	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570168	19	2	15	50.2	62	1999.2	114	2878	3067.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570231	19	2	15	50.2	62	1999.2	114	2876.3	3062.3	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570306	19	2	15	50.2	62.6	1999.2	114.8	2876.4	3062.5	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570312	19	2	15	50.2	62	1999.2	114.9	2876.5	3062.5	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570166	19	2	15	50.2	62	1999.2	114	2876.7	3062.5	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570303	19	2	15	50.2	62	1999.2	114	2876.4	3062.5	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570274	19	2	15	50.2	62	1999.2	114	2876.4	3062.5	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570174	19	2	15	50.2	62	1999.2	114	2876.1	3062.8	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570228	19	2	15	50.2	62	1999.2	114	2876.3	3062.3	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570163	19	2	15	50.2	62	1999.2	114	2876.4	3062.3	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570200	19	2	15	50.2	62	1999.2	114	2888	3080.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570178	19	2	15	50.2	62	1999.2	114	2876.1	3064.2	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570177	19	2	15	50.2	62	1999.2	114	2880.1	3070.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570249	19	2	15	50.2	62	1999.2	114	2902.1	3098.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570164	19	2	15	50.2	62	1999.2	114.2	2876.5	3065.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570193	19	2	15	50.2	62	1999.2	114	2887	3078.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570226	19	2	15	50.2	62	1999.2	114	2876.9	3062.3	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570230	19	2	15	50.2	62	1999.3	114	2876.3	3062.3	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570188	19	2	15	50.2	62	1999.2	114	2883.1	3073.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570185	19	2	15	50.2	62	1999.2	114	2882.1	3072.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570219	19	2	15	50.2	62	1999.2	114	2876.3	3087.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570184	19	2	15	50.2	62	1999.2	114	2876.9	3062.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570187	19	2	15	50.2	62	1999.2	114	2876.2	3062.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570176	19	2	15	50.2	62	1999.2	114	2876.1	3062.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570179	19	2	15	50.2	62	1999.2	114	2876.1	3062.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570159	19	2	15	50.2	62	1999.2	114	2876.1	3062.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570183	19	2	15	50.2	62	1999.2	114	2876.1	3062.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570205	19	2	15	50.2	62	1999.2	114	2891.1	3083.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570171	19	2	15	50.2	62	1999.2	114	2879	3068.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570238	19	2	15	50.2	62	1999.2	114	2876.1	3062.4	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570239	19	2	15	50.2	62	1999.2	114	2876.4	3062.4	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570273	19	2	15	50.2	62	1999.2	114	2876.4	3062.4	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570172	19	2	15	50.2	62	1999.2	114	2876.1	3069.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570237	19	2	15	50.2	62	1999.2	114	2876.4	3062.4	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570232	19	2	15	50.2	62	1999.2	114	2876.3	3062.4	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570165	19	2	15	50.2	62	1999.2	114	2876.6	3062.4	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570234	19	2	15	50.2	62	1999.2	114	2876.9	3062.4	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570241	19	2	15	50.2	62	1999.2	114	2876.9	3062.4	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570240	19	2	15	50.2	62	1999.2	114	2897.1	3092.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570242	19	2	15	50.2	62	1999.2	114	2876.9	3062.4	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570304	19	2	15	50.2	62	1999.2	114	2876.9	3062.4	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570192	19	2	15	50.2	62	1999.2	2446	2886	3077.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570223	19	2	15	50.2	62	1999.2	2449	2894	3088	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570245	19	2	15	50.2	62	1999.2	2451	2898	3094.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570308	19	2	15	50.2	62	1999.2	114	2902.2	3098.2	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570218	19	2	15	50.2	62	1999.2	114	2877.3	3086.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570243	19	2	15	50.2	62	1999.2	114	2876.2	3093.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570197	19	2	15	50.2	62	1999.2	114	2877.2	3079.1	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570175	19	2	15	50.2	62	1999.2	114	2876.9	3062.9	1	15	18	62	63	18	2852	3034	3034	3034	3034	162	Oceania	Australia			human					2014	
SRR3570161	19	2	15	50.2	62	1999.2	114	2876.3	3063.1	1	15	18	62	63	18	2852	3063	3063	3034	3034	162	Oceania	Australia			human					2014	
SRR3570271	19	2	15	50.2	62.5	1999.4	114.6	7995.1	3114.1	1	15	18	62	63	18	2852	3114	3114	3034	3034	162	Oceania	Australia			human					2014	
SRR3570283	19	2	15	50.2	62	1999.2	114	14545.3	15446.3	1	15	18	62	63	18	2852	14839	14839	14411	3034	162	Oceania	Australia			human					2014	
SRR3570260	19	2	15	50.2	62	1999.2	114	14545	15446.2	1	15	18	62	63	18	2852	14839	14839	14411	3034	162	Oceania	Australia			human					2014	
SRR3570295	19	2	15	50.2	1328	1999.2	114	14596.1	15507.1	1	15	18	62	63	18	2852	14839	14839	14411	3034	162	Oceania	Australia			human					2014	
SRR3570129	19	2	15	50.2	62	1999.1	2428	14556.1	15457.1	1	15	18	62	63	18	2852	14839	14839	14411	3034	162	Oceania	Australia			human					2013	
SRR3570290	19	2	15	50.2	62	1999.2	114	14545.7	15446.6	1	15	18	62	63	18	2852	14839	14839	14411	3034	162	Oceania	Australia			human					2014	
SRR3570289	19	2	15	50.2	62	1999.5	114.7	14545.6	15446.5	1	15	18	62	63	18	2852	14839	14839	14411	3034	162	Oceania	Australia			human					2014	
SRR3570298	19	2	15	50.2	62	1999.2	114	14545.9	15446.8	1	15	18	62	63	18	2852	14839	14839	14411	3034	162	Oceania	Australia			human					2014	
SRR3570235	19	2	15	50.2	62	1999.2	114	14545.2	15488.1	1	15	18	62	63	18	2852	14839	14839	14411	3034	162	Oceania	Australia			human					2014	
SRR3570293	19	2	15	50.2	62	1999.2	114	14545.8	15446.7	1	15	18	62	63	18	2852	14839	14839	14411	3034	162	Oceania	Australia			human					2014	
SRR3570285	19	2	15	50.2	62	1999.2	114	14545.4	15446.4	1	15	18	62	63	18	2852	14839	14839	14411	3034	162	Oceania	Australia			human					2014	
SRR3570287	19	2	15	50.2	62	1999.2	114	14545.5	15502.1	1	15	18	62	63	18	2852	14839	14839	14411	3034	162	Oceania	Australia			human					2014	
SRR14143237	19	2	15	50.2	62	1999.2	114.13	36357.1	39523.1	1	15	18	62	63	18	2852	37427	37427	14411	3034	162	Oceania	Australia								2014	
SRR3570150	19	2	15	50.2	62	63	2429	2869	3054.1	1	15	18	62	63	18	2869	3054	3054	3054	3034	162	Oceania	Australia			human					2013	
SRR3570272	19	2	15	50.2	62	63	2461	2916.1	3115.1	1	15	18	62	63	67	2916	3115	3115	3115	3115	162	Oceania	Australia			human					2014	
SRR3570363	19	2	15	50.2	62	1991	2496	2967.1	3172.1	1	15	18	62	63	2496	2967	3172	3172	3172	3172	162	Oceania	Australia			human					2011	
SRR3570405	19	2	15	50.2	62	1991	10693.1	13266.1	14060.1	1	15	18	62	63	18	12575	13550	13550	13217	12525	162	Oceania	Australia			human					2012	
SRR3570224	19	2	15	50.2	1321	63	114.4	13477.1	14286.1	1	15	18	62	63	18	12741	13754	13754	13407	12667	162	Oceania	Australia			human					2009	
SRR3570385	19	2	15	50.2	62	1991	114	14544.1	15445.1	1	15	18	62	63	18	2839	14838	14838	14410	3049	162	Oceania	Australia			human					2012	
SRR3570256	19	2	15	852	1324	2020	2457	14584.1	15491.1	1	15	18	62	63	18	2908	14881	14881	14451	13344	162	Oceania	Australia			human					2014	
SRR3570373	19	2	15	852	62	63	2504	14620.1	15534.1	1	15	18	62	63	18	2976	14921	14921	14489	13344	162	Oceania	Australia			human					2011	
SRR3570286	19	2	15	50.2	62	63	2466	14592.1	15501.1	1	15	18	62	63	67	2925	14891	14891	14461	13349	162	Oceania	Australia			human					2014	
SRR3570294	19	2	15	50.2	62	63	2469	14595.1	15506.1	1	15	18	62	63	18	2928	14895	14895	14464	13349	162	Oceania	Australia			human					2014	
SRR3570334	19	2	15	50.2	62	63	2469	14602	15514.1	1	15	18	62	63	18	2916	14901	14901	14469	13349	162	Oceania	Australia			human					2015	
SRR3570403	19	120	15	50.2	62	63	2522	14625.1	15539.1	1	15	18	62	63	18	3003	14926	14926	14494	13349	162	Oceania	Australia			human					2012	
SRR3570411	19	2	15	50.2	62	2071	2526.1	14631.1	15545.1	1	15	18	62	63	2526	3009	14932	14932	14500	13374	162	Oceania	Australia			human					2012	
SRR3570378	19	2	15	50.2	1345	2056	114	14637	15552.1	1	15	18	62	63	18	2981	14938	14938	14506	13379	162	Oceania	Australia			human					2012	
SRR3570262	19	2	15	50.2	101	121	2459	2910.2	3107.2	1	15	18	55	63	144	2846	3028	3028	3028	3028	192	Oceania	Australia			human					2014	
SRR3570265	19	2	15	50.2	101.1	121.1	2459.1	2913.1	3110.1	1	15	18	55	63	144	2846	3110	3110	3028	3028	192	Oceania	Australia			human					2014	
SRR3570123	19	2	15	50.2	101	121	11378	14552	15453.1	1	15	18	55	63	10234	13408	14846	14846	14418	13322	192	Oceania	Australia			human					2013	
SRR3570259	19	2	15	50.2	101	121	2459	14587.1	15494.1	1	15	18	55	63	144	2846	14884	14884	14454	13322	192	Oceania	Australia			human					2014	
SRR14143208	19	2	15	50.2	12761	20851	27431	36354	39518.1	1	15	18	55	63	144	31554	37422	37422	33485	13322	192	Oceania	Australia								2014	
SRR3570126	19	2	15	50.2	101	1997.1	2425	14554.1	15455.1	1	15	18	55	63	144	13410	14848	14848	14420	13324	192	Oceania	Australia			human					2013	
SRR2538078	19	9	36	56	3132.1	544	6236	7440.1	7897.1	1	2	42	60	125	6236	7438	7895	7895	7895	7895	970	Oceania	Australia			Homo sapiens					2011	
SRR2538076	19	9	36	56	342	544	6236	7438	7895.1	1	2	42	60	125	6236	7438	7895	7895	7895	7895	970	Oceania	Australia			Homo sapiens					2011	
SRR2538077	19	9	1116	56	342	544	6236.1	7439.1	7896.1	1	2	42	60	125	6236	7439	7896	7896	7895	7895	970	Oceania	Australia			Homo sapiens					2011	
SRR2538290	19	9	36	56	3135	4920	733	7448.1	7906.1	1	2	42	60	125	733	7448	7906	7906	7906	7906	970	Oceania	Australia			Homo sapiens					2011	
SRR2538292	19	9	36	2013	3135	4920	6242.2	7450	7908.1	1	2	42	60	125	733	7450	7908	7908	7908	7906	970	Oceania	Australia			Homo sapiens					2011	
SRR2538291	19	9	36	3734.1	3135	4920	11948.1	15898.1	16980.1	1	2	42	60	125	733	14242	16210	16210	15657	14196	970	Oceania	Australia					Homo sapiens			2011	
SRR2538300	19	9	39	60	1175	4924	6246.1	7456.1	7915.1	1	2	42	1175	4924	6246	7456	7915	7915	7915	7915	2676	Oceania	Australia			Homo sapiens					2012	
SRR2538301	19	9	39	60	1175	4924	6246.2	7456.2	7915.2	1	2	42	1175	4924	6246	7456	7915	7915	7915	7915	2676	Oceania	Australia			Homo sapiens					2012	
SRR2538302	19	9	39	60	1175	4925	6247	7457	7916.1	1	2	42	1175	4924	6246	7457	7916	7916	7915	7915	2676	Oceania	Australia			Homo sapiens					2012	
SRR3570115	19	2	15	50.2	62	1990	2417.1	2838.1	3020.1	1	15	18	62	1990	2417	2838	3020	3020	3020	3020	3020	Oceania	Australia			human					2012	
SRR3570116	19	2	15	50.2	62	1991	114	2839	3021.1	1	15	18	62	63	18	2839	3021	3021	3021	3020	3020	Oceania	Australia			human					2012	
SRR3570117	19	2	15	50.2	1313	1992	2418	2840.1	3022.1	1	15	18	62	1992	2418	2840	3022	3022	3022	3022	3020	Oceania	Australia			human					2012	
SRR3570145	19	2	15	50.2	62	1991	2435	2865	3049.1	1	15	18	62	63	2435	2865	3049	3049	3049	3049	3020	Oceania	Australia			human					2013	
SRR3570119	19	2	15	50.2	17.2	1993	2420.1	14548.1	15449.1	1	15	18	17	49	2420	13406	14842	14842	14414	13319	3024	Oceania	Australia			human					2012	
SRR3570180	19	2	15	50.2	1316	1994	2444.1	2881.1	3071.1	1	15	18	1314	1994	2421	2881	3071	3071	3036	3025	3025	Oceania	Australia			human					2010	
SRR3570398	19	2	15	50.2	1316	2064	2421	2999	3205.1	1	15	18	1314	1994	2421	2853	3205	3205	3036	3025	3025	Oceania	Australia			human					2012	
SRR3570335	19	2	15	50.2	1316	1994	2478.1	2945.1	3148.1	1	15	18	1314	1994	2421	2853	3148	3148	3148	3025	3025	Oceania	Australia			human					2009	
SRR3570280	19	2	15	855	1327	1994	2465	2922.1	15498.1	1	15	18	1314	1994	2465	2922	14888	14888	14458	3121	3025	Oceania	Australia			human					2010	
SRR3570225	19	2	15	50.2	1316	1994	2421	13270.1	14064.1	1	15	18	1314	1994	2421	2853	13554	13554	13221	12529	3025	Oceania	Australia			human					2010	
SRR3570158	19	2	15	3362.1	5334.1	1994	10697.1	13270.2	14065.1	1	15	18	1314	1994	2421	2853	13555	13555	13221	12529	3025	Oceania	Australia			human					2010	
SRR3570113	19	2	15	50.2	1316	8615	11088.1	14090.1	14946.1	1	15	18	1314	1994	2421	13056	14369	14369	13973	12966	3025	Oceania	Australia			human					2009	
SRR3570131	19	2	15	50.2	1316	1994.1	2421.1	14558.1	15459.1	1	15	18	1314	1994	2421	2853	14851	14851	14423	12966	3025	Oceania	Australia			human					2013	
SRR3570133	19	2	15	50.2	1316	1994	2421.2	13270.3	15461.1	1	15	18	1314	1994	2421	2853	14852	14852	14423	12966	3025	Oceania	Australia			human					2013	
SRR3570139	19	2	15	50.2	1316	1994	2421	13270.4	15466.1	1	15	18	1314	1994	2421	2853	14857	14857	14423	12966	3025	Oceania	Australia			human					2013	
SRR3570297	19	2	15	50.2	1316	1994	2421.3	14590.1	15508.1	1	15	18	1314	1994	2421	2853	14887	14887	14457	12966	3025	Oceania	Australia			human					2014	
SRR3570279	19	2	15	50.2	1316	1994	2421	14590	15497.1	1	15	18	1314	1994	2421	2853	14887	14887	14457	12966	3025	Oceania	Australia			human					2014	
SRR3570288	19	2	15	50.2	1316	1994	2467	14593	15503.1	1	15	18	1314	1994	2421	2853	14892	14892	14462	12966	3025	Oceania	Australia			human					2014	
SRR3570300	19	2	15	50.2	1330	2028	2421	14598.1	15510.1	1	15	18	1314	1994	2421	2931	14897	14897	14466	12966	3025	Oceania	Australia			human					2014	
SRR3570352	19	2	15	50.2	1316	1994.2	2421	13270.5	15517.1	1	15	18	1314	1994	2421	2853	14904	14904	14472	12966	3025	Oceania	Australia			human					2010	
SRR3570120	19	2	15	50.2	1314	1994	2421	14549.1	15450.1	1	15	18	1314	1994	2421	2843	14843	14843	14415	12966	3025	Oceania	Australia			human					2012	
SRR3570138	19	2	15	50.2	1316	2003	2421	14563.1	15465.1	1	15	18	1314	1994	2421	2859	14856	14856	14427	13329	3025	Oceania	Australia			human					2013	
SRR3570384	19	2	15	50.2	1316	8854	2510	14622.1	15536.1	1	15	18	1314	1994	2510	13430	14923	14923	14491	13369	3025	Oceania	Australia			human					2012	
SRR3570401	19	2	15	50.2	1316	1994	2521	14624	15538.1	1	15	18	1314	1994	2521	3002	14925	14925	14493	13370	3025	Oceania	Australia			human					2012	
SRR3570154	19	2	15	50.2	17	2011	2441	2873.1	3058.1	1	15	18	17	49	2422	2873	3058	3058	3058	3058	3027	Oceania	Australia			human					2013	
SRR3570390	19	2	15	50.2	17	2011	2513	2992.1	3197.1	1	15	18	17	49	2422	2992	3197	3197	3197	3058	3027	Oceania	Australia			human					2012	
SRR3570397	19	2	15	50.2	17	2063	2518	2998.1	3204.1	1	15	18	17	49	2422	2998	3204	3204	3204	3058	3027	Oceania	Australia			human					2012	
